watch_id,user_id,show_id,watch_date,start_time,end_time,duration_watched,device
383,63,s11,2024-02-08,6:03 AM,8:42 AM,2.65,Tablet
384,75,s172,2025-05-25,2:25 PM,4:27 PM,2.03,TV
385,10,s159,2024-02-12,3:11 PM,6:47 PM,3.6,Mobile
386,61,s134,2024-11-05,9:45 AM,11:44 AM,1.98,TV
387,54,s62,2025-07-09,1:33 AM,4:19 AM,2.77,TV
388,87,s189,2025-03-31,4:29 PM,5:49 PM,1.33,Mobile
389,71,s51,2024-03-25,8:56 AM,10:08 AM,1.2,TV
390,87,s87,2024-02-01,10:25 PM,1:52 AM,3.45,Mobile
391,5,s196,2024-08-01,7:28 AM,9:14 AM,1.77,TV
392,15,s1,2025-05-17,12:04 AM,3:30 AM,3.43,Laptop
393,58,s166,2024-02-24,2:07 PM,5:21 PM,3.23,Laptop
394,66,s58,2025-05-05,2:21 PM,4:22 PM,2.02,Tablet
395,99,s76,2024-03-07,5:31 PM,9:27 PM,3.93,TV
396,2,s147,2025-08-02,2:00 AM,5:54 AM,3.9,Tablet
397,71,s165,2024-03-16,3:44 AM,6:00 AM,2.27,Tablet
398,33,s85,2025-05-18,2:32 PM,5:47 PM,3.25,Mobile
399,95,s87,2025-05-04,11:07 PM,1:54 AM,2.78,Mobile
400,39,s67,2024-12-23,4:21 AM,6:30 AM,2.15,Mobile
401,50,s53,2024-05-03,8:54 AM,12:36 PM,3.7,Mobile
402,94,s197,2025-05-27,1:54 PM,5:10 PM,3.27,TV
403,75,s151,2024-08-20,8:17 AM,9:58 AM,1.68,Mobile
404,81,s109,2025-05-28,1:15 AM,3:43 AM,2.47,Mobile
405,8,s170,2024-11-13,1:13 AM,4:25 AM,3.2,Laptop
406,13,s71,2025-07-12,2:33 AM,5:29 AM,2.93,TV
407,97,s131,2025-02-26,11:06 AM,1:55 PM,2.82,Tablet
408,87,s91,2024-09-05,3:58 PM,5:33 PM,1.58,Mobile
409,89,s173,2024-03-27,11:00 PM,12:38 AM,1.63,Laptop
410,47,s58,2024-09-13,10:37 PM,12:45 AM,2.13,Mobile
411,96,s184,2025-09-27,4:55 PM,8:50 PM,3.92,TV
412,38,s13,2024-04-07,4:22 PM,7:58 PM,3.6,Tablet
413,76,s150,2025-09-09,9:01 PM,11:19 PM,2.3,Mobile
414,94,s193,2024-12-25,7:17 AM,9:07 AM,1.83,Mobile
415,25,s84,2024-01-27,4:46 AM,6:35 AM,1.82,TV
416,65,s185,2025-01-29,9:27 AM,1:17 PM,3.83,TV
417,33,s120,2024-09-30,11:24 AM,1:12 PM,1.8,Laptop
418,26,s138,2025-04-10,1:40 AM,5:18 AM,3.63,Laptop
419,38,s35,2024-10-11,4:39 PM,7:29 PM,2.83,Mobile
420,38,s48,2025-03-27,9:45 AM,1:42 PM,3.95,TV
421,58,s132,2025-02-12,4:00 AM,5:29 AM,1.48,TV
422,89,s36,2024-09-03,4:05 PM,6:24 PM,2.32,TV
423,17,s66,2024-03-02,11:55 AM,1:57 PM,2.03,TV
424,22,s148,2025-05-17,1:50 AM,3:25 AM,1.58,Tablet
425,70,s127,2024-07-21,2:54 AM,4:12 AM,1.3,Tablet
426,89,s117,2024-05-08,3:55 AM,7:36 AM,3.68,Tablet
427,32,s27,2025-04-16,12:42 AM,3:39 AM,2.95,Mobile
428,65,s188,2024-03-30,11:33 PM,3:16 AM,3.72,Tablet
429,75,s85,2024-08-24,9:28 PM,10:44 PM,1.27,Laptop
430,48,s145,2024-11-10,8:21 PM,10:05 PM,1.73,Mobile
431,25,s76,2024-06-17,4:57 PM,7:40 PM,2.72,Mobile
432,95,s126,2025-08-04,3:52 AM,4:58 AM,1.1,TV
433,77,s14,2024-12-10,10:53 PM,1:48 AM,2.92,Laptop
434,82,s39,2024-07-06,10:30 PM,1:48 AM,3.3,Laptop
435,27,s165,2024-03-13,4:36 AM,7:05 AM,2.48,Tablet
436,81,s48,2025-02-25,2:41 AM,4:33 AM,1.87,Mobile
437,98,s141,2024-12-08,11:54 PM,1:16 AM,1.37,Mobile
438,31,s43,2024-08-17,10:42 PM,2:28 AM,3.77,Mobile
439,70,s22,2025-01-01,7:43 PM,9:46 PM,2.05,Tablet
440,86,s2,2024-10-28,4:10 PM,7:46 PM,3.6,Laptop
441,73,s125,2024-10-02,4:06 AM,5:19 AM,1.22,Tablet
442,7,s189,2025-05-29,12:20 AM,1:35 AM,1.25,TV
443,36,s96,2024-07-24,3:49 AM,5:04 AM,1.25,Laptop
444,25,s10,2024-05-07,8:27 PM,10:00 PM,1.55,Tablet
445,94,s128,2025-05-24,6:01 AM,7:39 AM,1.63,Tablet
446,38,s25,2024-05-29,9:47 PM,11:30 PM,1.72,Mobile
447,30,s95,2024-03-23,6:45 AM,9:43 AM,2.97,Mobile
448,52,s29,2024-02-14,7:54 PM,11:50 PM,3.93,Mobile
449,64,s156,2025-03-07,2:54 PM,5:18 PM,2.4,Laptop
450,1,s32,2024-11-12,4:54 AM,8:28 AM,3.57,Tablet
451,84,s63,2025-06-02,5:16 PM,7:07 PM,1.85,Mobile
452,81,s188,2025-04-13,4:30 PM,8:24 PM,3.9,Tablet
453,95,s131,2024-07-23,2:29 AM,4:01 AM,1.53,Laptop
454,34,s75,2025-01-11,4:16 AM,6:47 AM,2.52,Mobile
455,68,s60,2025-06-24,1:49 PM,3:15 PM,1.43,TV
456,77,s85,2025-07-05,9:21 AM,12:06 PM,2.75,Laptop
457,69,s194,2024-01-11,12:28 PM,4:06 PM,3.63,Laptop
458,30,s135,2025-06-18,12:50 AM,3:24 AM,2.57,Mobile
459,33,s147,2025-03-23,9:12 AM,10:27 AM,1.25,Mobile
460,58,s75,2024-11-28,12:35 PM,4:07 PM,3.53,Tablet
461,5,s120,2024-04-14,8:14 AM,12:04 PM,3.83,TV
462,90,s37,2025-01-04,12:25 AM,2:26 AM,2.02,Tablet
463,25,s116,2024-07-01,4:39 AM,5:54 AM,1.25,Tablet
464,36,s143,2025-06-25,5:05 PM,7:57 PM,2.87,TV
465,57,s138,2025-08-23,12:04 PM,2:23 PM,2.32,TV
466,91,s18,2024-05-21,2:36 PM,6:33 PM,3.95,TV
467,56,s183,2024-11-28,2:11 AM,3:45 AM,1.57,Tablet
468,89,s48,2025-03-18,12:48 AM,3:03 AM,2.25,TV
469,44,s75,2025-04-05,10:54 PM,2:14 AM,3.33,Mobile
470,53,s122,2024-09-19,6:15 AM,10:11 AM,3.93,Mobile
471,78,s173,2024-01-05,3:18 PM,7:12 PM,3.9,TV
472,50,s126,2024-12-26,11:49 PM,12:57 AM,1.13,Tablet
473,46,s31,2025-03-04,4:45 AM,8:17 AM,3.53,Tablet
474,11,s36,2024-05-21,10:03 PM,12:06 AM,2.05,Tablet
475,26,s121,2024-09-01,11:33 AM,2:12 PM,2.65,TV
476,84,s85,2024-10-05,2:01 PM,5:29 PM,3.47,Tablet
477,33,s196,2025-05-27,3:20 PM,6:15 PM,2.92,Tablet
478,38,s134,2025-10-09,3:19 AM,6:07 AM,2.8,Tablet
479,61,s114,2025-02-13,3:34 PM,6:18 PM,2.73,Mobile
480,10,s90,2024-04-28,3:56 PM,5:02 PM,1.1,Laptop
481,81,s62,2024-01-20,6:28 PM,9:36 PM,3.13,Tablet
482,91,s43,2025-09-28,1:42 AM,4:09 AM,2.45,TV
483,41,s171,2024-11-04,5:28 PM,8:07 PM,2.65,Tablet
484,26,s87,2024-02-20,4:22 PM,5:59 PM,1.62,Tablet
485,100,s159,2025-06-19,4:50 PM,6:59 PM,2.15,Mobile
486,36,s98,2025-04-26,9:24 PM,10:45 PM,1.35,Laptop
487,25,s110,2025-01-21,8:54 AM,11:54 AM,3,Tablet
488,19,s132,2025-09-12,4:38 AM,7:57 AM,3.32,Laptop
489,42,s162,2024-05-04,8:06 PM,11:47 PM,3.68,Mobile
490,92,s41,2025-08-13,12:57 AM,3:31 AM,2.57,Laptop
491,63,s6,2024-05-26,1:23 PM,3:04 PM,1.68,Tablet
492,59,s144,2025-05-29,2:43 PM,6:16 PM,3.55,TV
493,50,s80,2024-08-15,7:51 PM,11:09 PM,3.3,Mobile
494,66,s78,2025-05-11,3:56 AM,4:57 AM,1.02,TV
495,97,s145,2024-01-05,9:56 AM,1:35 PM,3.65,TV
496,11,s73,2025-03-30,12:19 PM,2:21 PM,2.03,Mobile
497,13,s45,2024-09-26,6:11 AM,9:12 AM,3.02,TV
498,63,s13,2025-07-26,8:32 PM,12:01 AM,3.48,TV
499,69,s125,2025-05-01,3:21 PM,6:34 PM,3.22,Tablet
500,3,s8,2025-03-28,1:49 AM,2:50 AM,1.02,TV
501,25,s106,2025-01-06,11:15 PM,12:51 AM,1.6,TV
502,12,s169,2024-08-24,6:40 PM,9:17 PM,2.62,TV
503,52,s38,2024-06-27,10:51 AM,12:38 PM,1.78,Tablet
504,87,s55,2025-02-26,5:58 PM,8:51 PM,2.88,Mobile
505,66,s3,2025-08-06,10:14 PM,11:17 PM,1.05,Laptop
506,98,s150,2025-09-14,9:00 AM,10:15 AM,1.25,Laptop
507,60,s45,2025-06-24,8:52 AM,11:50 AM,2.97,Mobile
508,69,s57,2025-02-06,2:00 AM,5:41 AM,3.68,TV
509,69,s107,2024-12-29,8:19 PM,12:02 AM,3.72,Mobile
510,94,s27,2025-03-12,5:36 AM,7:14 AM,1.63,Mobile
511,81,s181,2024-10-06,1:39 AM,4:14 AM,2.58,Laptop
512,90,s109,2024-08-05,6:26 AM,9:18 AM,2.87,Mobile
513,47,s79,2025-06-23,6:39 AM,10:16 AM,3.62,Tablet
514,84,s196,2025-05-25,6:44 PM,10:04 PM,3.33,Tablet
515,97,s63,2025-03-01,11:00 AM,2:02 PM,3.03,Tablet
516,3,s82,2025-02-18,12:32 AM,1:48 AM,1.27,Tablet
517,95,s134,2024-09-05,1:40 PM,3:01 PM,1.35,TV
518,16,s94,2025-05-31,5:25 PM,7:01 PM,1.6,Laptop
519,12,s17,2024-05-16,2:07 PM,3:43 PM,1.6,Laptop
520,79,s132,2025-07-17,11:58 AM,2:19 PM,2.35,Laptop
521,30,s120,2024-02-13,4:28 PM,7:35 PM,3.12,Tablet
522,55,s16,2024-05-24,12:54 PM,3:33 PM,2.65,Mobile
523,41,s87,2025-09-30,6:13 PM,7:19 PM,1.1,Mobile
524,87,s69,2025-01-08,2:39 PM,3:53 PM,1.23,Tablet
525,32,s63,2025-03-31,8:58 PM,10:41 PM,1.72,TV
526,70,s27,2024-01-12,6:49 PM,9:40 PM,2.85,Mobile
527,95,s19,2025-05-09,9:30 PM,12:41 AM,3.18,TV
528,25,s30,2024-12-20,10:57 AM,12:03 PM,1.1,Mobile
529,81,s198,2024-07-22,3:04 PM,4:09 PM,1.08,Laptop
530,90,s181,2025-09-30,11:13 PM,12:40 AM,1.45,Laptop
531,24,s183,2024-06-05,11:31 PM,12:32 AM,1.02,Tablet
532,83,s27,2024-07-31,6:13 AM,7:28 AM,1.25,Mobile
533,60,s62,2025-01-24,2:18 PM,5:26 PM,3.13,Mobile
534,51,s39,2024-01-24,4:19 AM,7:16 AM,2.95,Mobile
535,6,s115,2025-09-11,2:40 PM,3:44 PM,1.07,Laptop
536,75,s142,2025-08-03,4:17 AM,7:16 AM,2.98,TV
537,14,s94,2024-08-16,10:31 AM,2:10 PM,3.65,TV
538,49,s60,2025-03-15,1:02 PM,3:12 PM,2.17,Laptop
539,18,s13,2024-04-07,1:37 AM,4:42 AM,3.08,Tablet
540,98,s193,2025-08-19,12:56 AM,3:27 AM,2.52,TV
541,100,s22,2025-04-19,3:43 AM,4:59 AM,1.27,Laptop
542,54,s68,2025-03-25,11:00 PM,12:15 AM,1.25,Mobile
543,67,s113,2025-04-07,4:57 PM,7:52 PM,2.92,TV
544,29,s52,2025-05-31,5:43 PM,9:20 PM,3.62,Laptop
545,20,s133,2025-05-15,8:23 AM,10:25 AM,2.03,Mobile
546,1,s58,2025-07-04,4:12 AM,7:15 AM,3.05,Laptop
547,48,s110,2025-02-23,5:55 AM,7:48 AM,1.88,Laptop
548,44,s157,2025-04-27,9:51 PM,12:14 AM,2.38,Tablet
549,7,s49,2024-05-06,3:48 PM,5:59 PM,2.18,TV
550,70,s122,2025-03-26,12:54 PM,1:58 PM,1.07,Tablet
551,41,s54,2025-02-08,3:11 AM,4:43 AM,1.53,Laptop
552,43,s56,2024-02-02,5:29 AM,7:02 AM,1.55,Laptop
553,24,s9,2024-06-19,1:15 PM,2:33 PM,1.3,TV
554,88,s166,2024-02-28,1:35 AM,5:13 AM,3.63,Tablet
555,1,s132,2024-01-28,3:37 AM,6:44 AM,3.12,TV
556,78,s2,2024-09-15,4:22 PM,7:44 PM,3.37,Tablet
557,100,s148,2025-07-10,11:00 PM,1:33 AM,2.55,Laptop
558,51,s6,2024-02-14,4:27 PM,8:12 PM,3.75,Mobile
559,4,s106,2024-08-06,4:45 AM,5:54 AM,1.15,Laptop
560,93,s194,2024-07-07,8:56 AM,9:59 AM,1.05,Laptop
561,84,s115,2025-06-19,2:29 PM,3:56 PM,1.45,Tablet
562,25,s127,2024-09-16,9:44 AM,12:24 PM,2.67,Laptop
563,5,s72,2024-07-31,7:14 AM,9:34 AM,2.33,TV
564,96,s65,2024-05-17,11:18 AM,1:52 PM,2.57,TV
565,63,s33,2024-08-03,10:53 PM,12:13 AM,1.33,TV
566,28,s65,2024-01-12,6:50 AM,8:54 AM,2.07,Laptop
567,30,s152,2025-08-02,1:35 AM,4:21 AM,2.77,Mobile
568,62,s107,2024-12-03,10:10 PM,1:54 AM,3.73,Laptop
569,62,s2,2024-04-19,2:37 AM,4:52 AM,2.25,Tablet
570,63,s148,2024-12-02,9:22 PM,11:37 PM,2.25,TV
571,20,s51,2024-04-30,11:53 PM,1:57 AM,2.07,Tablet
572,85,s147,2025-07-03,4:16 PM,7:43 PM,3.45,Tablet
573,38,s67,2025-04-05,10:04 PM,11:51 PM,1.78,Mobile
574,81,s125,2025-02-16,5:35 PM,8:49 PM,3.23,Mobile
575,93,s105,2025-09-27,1:34 AM,4:02 AM,2.47,Tablet
576,40,s116,2025-04-08,12:05 PM,3:43 PM,3.63,Tablet
577,18,s137,2025-01-16,10:37 AM,1:20 PM,2.72,Mobile
578,41,s58,2024-07-28,8:17 PM,12:09 AM,3.87,Tablet
579,14,s28,2025-07-01,4:15 AM,5:39 AM,1.4,Tablet
580,55,s198,2025-04-18,10:27 AM,12:09 PM,1.7,TV
581,99,s102,2024-05-06,4:33 PM,6:25 PM,1.87,Mobile
582,21,s69,2025-06-26,8:25 PM,10:41 PM,2.27,Tablet
583,50,s190,2024-07-07,6:42 PM,10:24 PM,3.7,TV
584,17,s179,2025-03-11,1:23 AM,5:13 AM,3.83,TV
585,4,s106,2025-01-26,6:30 AM,10:03 AM,3.55,Tablet
586,29,s79,2024-01-05,12:45 AM,3:12 AM,2.45,Laptop
587,69,s24,2024-07-04,4:25 AM,7:41 AM,3.27,Tablet
588,80,s95,2024-12-10,5:25 PM,8:43 PM,3.3,Mobile
589,85,s123,2024-12-14,8:05 PM,9:53 PM,1.8,Tablet
590,67,s139,2024-03-06,3:09 AM,6:38 AM,3.48,Tablet
591,35,s81,2024-11-28,11:23 AM,2:03 PM,2.67,TV
592,71,s22,2025-08-12,8:16 AM,11:38 AM,3.37,Tablet
593,44,s33,2025-09-09,3:25 AM,5:02 AM,1.62,TV
594,64,s77,2025-08-20,10:41 PM,1:38 AM,2.95,TV
595,17,s78,2025-03-30,3:45 AM,5:23 AM,1.63,Mobile
596,60,s129,2024-12-14,9:40 PM,10:53 PM,1.22,Laptop
597,84,s51,2025-10-23,3:22 PM,4:40 PM,1.3,Mobile
598,92,s12,2025-05-12,9:48 PM,11:56 PM,2.13,Laptop
599,52,s181,2024-01-11,9:29 AM,11:48 AM,2.32,Laptop
600,88,s111,2024-11-22,2:59 PM,4:28 PM,1.48,Mobile
601,27,s98,2024-09-03,4:39 PM,6:06 PM,1.45,TV
602,35,s28,2024-04-23,4:23 PM,6:59 PM,2.6,Tablet
603,75,s186,2024-06-12,2:53 AM,5:00 AM,2.12,Tablet
604,9,s80,2024-12-07,2:08 AM,5:42 AM,3.57,Laptop
605,10,s163,2024-10-06,9:39 PM,12:35 AM,2.93,Laptop
606,41,s54,2024-03-27,5:27 PM,8:08 PM,2.68,TV
607,44,s66,2024-10-09,3:06 PM,4:12 PM,1.1,TV
608,60,s39,2024-10-10,7:16 AM,8:31 AM,1.25,Laptop
609,21,s14,2025-10-27,9:31 AM,12:05 PM,2.57,Laptop
610,8,s68,2025-02-05,4:09 PM,7:10 PM,3.02,Laptop
611,27,s162,2025-02-19,2:33 PM,4:33 PM,2,Tablet
612,30,s152,2025-07-17,4:33 PM,8:12 PM,3.65,Tablet
613,75,s87,2024-08-13,2:18 PM,6:07 PM,3.82,Laptop
614,69,s182,2025-03-19,1:39 AM,3:38 AM,1.98,Tablet
615,75,s189,2025-06-03,10:18 PM,2:03 AM,3.75,TV
616,37,s1,2024-08-29,5:20 AM,7:15 AM,1.92,Laptop
617,38,s144,2024-02-23,4:24 AM,5:58 AM,1.57,Mobile
618,54,s40,2025-06-14,3:43 PM,4:57 PM,1.23,Mobile
619,53,s104,2024-05-02,12:01 AM,1:12 AM,1.18,Mobile
620,88,s129,2024-11-13,3:48 PM,4:52 PM,1.07,TV
621,8,s184,2025-06-10,12:39 AM,3:10 AM,2.52,Mobile
622,38,s155,2024-05-26,1:02 PM,3:11 PM,2.15,Tablet
623,48,s62,2024-03-08,10:54 PM,1:44 AM,2.83,Mobile
624,75,s25,2025-01-06,10:02 AM,11:47 AM,1.75,Tablet
625,73,s117,2025-08-30,9:30 PM,10:48 PM,1.3,Laptop
626,85,s83,2024-07-27,5:07 PM,8:30 PM,3.38,Laptop
627,55,s127,2024-02-17,6:07 AM,7:42 AM,1.58,Mobile
628,29,s183,2025-10-18,1:01 AM,2:53 AM,1.87,Mobile
629,59,s78,2025-07-10,8:41 AM,11:40 AM,2.98,Laptop
630,86,s62,2024-12-14,6:16 PM,9:06 PM,2.83,Tablet
631,71,s152,2024-11-14,10:40 PM,12:56 AM,2.27,Laptop
632,74,s82,2024-06-01,11:58 AM,3:34 PM,3.6,Tablet
633,60,s122,2025-08-20,11:05 PM,1:56 AM,2.85,TV
634,50,s131,2024-02-22,9:39 PM,11:25 PM,1.77,Mobile
635,45,s16,2024-11-11,3:30 PM,5:44 PM,2.23,Tablet
636,73,s66,2024-08-10,6:03 PM,8:37 PM,2.57,Laptop
637,55,s182,2024-04-18,12:39 PM,2:22 PM,1.72,Mobile
638,40,s106,2024-09-27,7:30 PM,8:52 PM,1.37,Laptop
639,73,s86,2025-02-06,1:21 AM,3:10 AM,1.82,Tablet
640,12,s2,2024-11-01,2:51 AM,5:41 AM,2.83,Tablet
641,40,s116,2024-04-11,5:04 PM,7:23 PM,2.32,Tablet
642,53,s84,2024-07-14,4:54 PM,7:56 PM,3.03,Tablet
643,7,s28,2024-02-20,8:51 PM,11:16 PM,2.42,Tablet
644,69,s4,2024-05-29,12:48 PM,4:14 PM,3.43,Tablet
645,4,s86,2024-11-29,3:54 AM,6:41 AM,2.78,Laptop
646,19,s2,2024-06-28,5:04 PM,6:13 PM,1.15,Mobile
647,24,s115,2024-03-05,1:34 AM,5:30 AM,3.93,Tablet
648,100,s137,2024-06-04,7:01 AM,8:14 AM,1.22,TV
649,48,s8,2024-08-07,2:39 AM,6:18 AM,3.65,Mobile
650,95,s52,2024-03-01,9:35 PM,10:44 PM,1.15,Mobile
651,28,s59,2025-04-06,12:33 AM,1:40 AM,1.12,Mobile
652,17,s191,2024-04-20,4:43 AM,7:57 AM,3.23,TV
653,21,s192,2025-09-25,8:37 PM,12:29 AM,3.87,TV
654,3,s199,2024-04-01,7:57 AM,11:38 AM,3.68,Laptop
655,41,s161,2024-12-26,3:20 AM,7:18 AM,3.97,Tablet
656,9,s168,2024-07-26,6:20 AM,8:49 AM,2.48,Tablet
657,48,s34,2025-09-30,12:23 AM,3:51 AM,3.47,TV
658,49,s63,2025-08-27,11:33 PM,2:22 AM,2.82,TV
659,76,s66,2025-06-30,6:17 AM,7:58 AM,1.68,Tablet
660,29,s95,2024-10-05,6:33 AM,9:44 AM,3.18,Laptop
661,74,s92,2024-06-09,7:52 AM,9:33 AM,1.68,Laptop
662,6,s176,2024-12-21,4:03 PM,5:08 PM,1.08,Laptop
663,42,s138,2025-04-06,1:47 AM,5:31 AM,3.73,TV
664,20,s18,2024-10-16,4:25 PM,5:35 PM,1.17,Laptop
665,5,s110,2025-01-20,8:59 PM,10:01 PM,1.03,Mobile
666,13,s147,2024-08-30,8:06 AM,10:16 AM,2.17,Tablet
667,16,s103,2025-08-03,4:03 PM,7:39 PM,3.6,TV
668,24,s105,2024-10-26,9:20 AM,10:47 AM,1.45,Tablet
669,57,s27,2025-05-07,11:51 PM,1:31 AM,1.67,Tablet
670,28,s172,2025-04-19,7:49 PM,9:56 PM,2.12,TV
671,59,s66,2025-03-14,10:13 PM,2:08 AM,3.92,TV
672,45,s106,2025-02-05,5:43 AM,7:24 AM,1.68,Tablet
673,47,s87,2025-09-11,8:59 AM,11:30 AM,2.52,Mobile
674,47,s161,2025-08-17,11:58 AM,1:59 PM,2.02,TV
675,77,s100,2025-08-12,11:28 PM,2:11 AM,2.72,Laptop
676,27,s70,2025-03-16,11:43 AM,1:58 PM,2.25,TV
677,41,s67,2024-08-16,5:10 PM,9:09 PM,3.98,Tablet
678,1,s191,2024-02-15,4:38 AM,7:55 AM,3.28,Laptop
679,49,s153,2025-09-15,10:37 PM,12:40 AM,2.05,Mobile
680,94,s172,2024-03-25,3:49 PM,6:40 PM,2.85,Tablet
681,63,s138,2025-08-08,3:23 AM,5:57 AM,2.57,TV
682,67,s91,2024-08-20,11:13 AM,12:38 PM,1.42,Tablet
683,66,s72,2024-01-24,4:20 PM,7:48 PM,3.47,Tablet
684,45,s140,2024-11-11,5:54 PM,8:46 PM,2.87,Mobile
685,90,s169,2025-08-04,1:00 PM,2:10 PM,1.17,Tablet
686,35,s12,2024-04-20,5:21 AM,7:00 AM,1.65,Laptop
687,67,s67,2025-03-28,12:14 AM,3:51 AM,3.62,Mobile
688,47,s76,2025-09-10,6:24 AM,8:19 AM,1.92,Mobile
689,15,s62,2024-03-08,12:51 AM,2:50 AM,1.98,Laptop
690,10,s61,2024-07-26,10:57 PM,12:06 AM,1.15,TV
691,41,s144,2024-05-27,4:49 AM,5:54 AM,1.08,Tablet
692,91,s193,2025-07-25,11:20 AM,2:07 PM,2.78,Laptop
693,41,s89,2024-09-22,12:49 AM,2:21 AM,1.53,Laptop
694,14,s110,2025-03-24,9:41 AM,12:59 PM,3.3,Mobile
695,62,s50,2024-11-14,3:04 AM,6:07 AM,3.05,Tablet
696,96,s132,2025-07-16,6:44 PM,9:57 PM,3.22,Laptop
697,75,s28,2024-10-17,12:06 PM,1:09 PM,1.05,Laptop
698,32,s181,2024-10-24,3:20 AM,7:18 AM,3.97,TV
699,65,s154,2024-09-26,1:27 AM,2:57 AM,1.5,Laptop
700,95,s57,2025-08-06,3:26 PM,5:21 PM,1.92,TV
701,15,s177,2024-04-11,1:29 AM,5:24 AM,3.92,TV
702,53,s109,2025-08-14,11:30 AM,1:05 PM,1.58,TV
703,98,s77,2024-03-16,10:44 AM,12:15 PM,1.52,Tablet
704,59,s17,2025-02-01,7:39 PM,9:13 PM,1.57,Mobile
705,81,s190,2024-09-21,4:44 PM,6:47 PM,2.05,Tablet
706,3,s94,2024-05-11,3:55 PM,6:28 PM,2.55,Tablet
707,100,s16,2024-01-25,11:56 PM,2:18 AM,2.37,Laptop
708,47,s74,2024-11-04,3:40 PM,6:20 PM,2.67,Mobile
709,78,s122,2024-05-15,9:43 PM,12:31 AM,2.8,Tablet
710,60,s84,2024-02-03,5:16 PM,8:34 PM,3.3,Mobile
711,39,s198,2025-05-01,6:36 PM,9:49 PM,3.22,Tablet
712,53,s197,2024-12-22,9:53 AM,11:36 AM,1.72,Laptop
713,11,s160,2025-10-22,3:58 AM,7:18 AM,3.33,Mobile
714,87,s101,2025-09-07,5:23 PM,7:14 PM,1.85,Tablet
715,59,s186,2025-10-02,12:45 PM,3:20 PM,2.58,Mobile
716,54,s12,2024-03-12,6:33 AM,9:01 AM,2.47,Laptop
717,47,s77,2024-02-26,11:31 AM,3:04 PM,3.55,Tablet
718,38,s88,2025-10-02,4:20 PM,8:07 PM,3.78,Tablet
719,61,s15,2025-08-01,9:21 AM,12:26 PM,3.08,Tablet
720,92,s56,2025-07-24,4:51 AM,7:04 AM,2.22,Laptop
721,98,s24,2024-02-04,9:03 AM,10:17 AM,1.23,Tablet
722,27,s190,2025-06-06,6:50 PM,9:12 PM,2.37,Mobile
723,28,s162,2024-08-05,11:41 PM,3:09 AM,3.47,Tablet
724,86,s49,2024-01-08,8:56 PM,10:04 PM,1.13,Laptop
725,16,s73,2024-09-12,8:53 AM,10:32 AM,1.65,TV
726,80,s127,2025-09-14,2:26 PM,5:34 PM,3.13,TV
727,68,s22,2025-04-22,4:30 AM,6:28 AM,1.97,TV
728,95,s34,2025-05-30,11:34 PM,2:31 AM,2.95,Tablet
729,53,s100,2024-05-02,9:45 AM,11:44 AM,1.98,Mobile
730,54,s55,2025-06-25,12:26 PM,1:45 PM,1.32,Laptop
731,49,s172,2025-04-09,12:28 PM,1:52 PM,1.4,Mobile
732,9,s199,2025-06-21,4:22 AM,5:59 AM,1.62,TV
733,73,s31,2024-12-14,11:13 PM,2:12 AM,2.98,Mobile
734,51,s186,2024-08-06,3:56 AM,7:23 AM,3.45,Laptop
735,77,s192,2024-04-06,8:37 PM,11:31 PM,2.9,Laptop
736,5,s167,2024-04-09,1:49 PM,3:21 PM,1.53,Tablet
737,33,s126,2024-04-29,1:57 PM,3:48 PM,1.85,Mobile
738,62,s191,2025-06-19,4:03 AM,5:06 AM,1.05,TV
739,77,s145,2024-03-11,10:03 PM,11:54 PM,1.85,Mobile
740,61,s146,2024-07-01,12:42 PM,3:32 PM,2.83,Laptop
741,53,s137,2024-10-17,12:57 AM,4:25 AM,3.47,Mobile
742,20,s182,2025-02-26,10:10 PM,12:44 AM,2.57,Laptop
743,55,s110,2025-01-13,7:37 PM,9:08 PM,1.52,Tablet
744,89,s28,2025-06-04,4:37 PM,7:53 PM,3.27,Tablet
745,7,s199,2024-08-22,4:45 AM,6:16 AM,1.52,Laptop
746,43,s28,2025-03-23,3:13 PM,6:02 PM,2.82,TV
747,64,s20,2024-08-18,1:44 PM,4:09 PM,2.42,TV
748,38,s26,2025-09-09,4:29 PM,7:28 PM,2.98,Mobile
749,67,s4,2024-01-17,4:53 AM,8:06 AM,3.22,Mobile
750,24,s10,2024-12-22,3:53 PM,6:54 PM,3.02,Tablet
751,41,s16,2024-11-30,3:00 AM,4:22 AM,1.37,Laptop
752,6,s124,2024-07-05,7:54 PM,8:55 PM,1.02,Mobile
753,95,s164,2025-01-17,4:27 AM,5:48 AM,1.35,Mobile
754,11,s61,2024-07-31,12:30 PM,1:55 PM,1.42,TV
755,93,s131,2025-10-16,3:52 PM,5:50 PM,1.97,Tablet
756,8,s113,2025-10-02,10:44 PM,2:25 AM,3.68,Laptop
757,46,s74,2024-11-24,1:07 AM,4:49 AM,3.7,Mobile
758,99,s37,2024-08-11,1:14 AM,3:33 AM,2.32,Tablet
759,18,s77,2024-09-23,7:56 AM,11:08 AM,3.2,Mobile
760,31,s80,2024-01-25,12:43 PM,2:33 PM,1.83,Mobile
761,88,s163,2025-05-05,10:48 PM,12:06 AM,1.3,Mobile
762,64,s31,2024-10-09,5:29 PM,8:33 PM,3.07,Mobile
763,10,s187,2024-07-20,2:23 AM,5:03 AM,2.67,Tablet
764,51,s50,2024-11-22,7:47 AM,10:11 AM,2.4,Laptop
